DAYSAHEAD,TARGETDATE,FORECASTDEMAND,CARDINALPOINT,CP_TYPE,CP_ST_TIME,CP_END_TIME,F_Point,FORECAST_TIMESTAMP
7,2022-04-30,21116,4C,F,2400,2400,"",2022-04-23T16:14:41Z
7,2022-05-01,20556,1F,F,30,30,"",2022-04-24T16:00:31Z
7,2022-05-01,19620,1S,T,100,130,"",2022-04-24T16:00:31Z
7,2022-05-01,19656,1A,P,200,230,"",2022-04-24T16:00:31Z
7,2022-05-01,18291,4,F,400,400,"",2022-04-24T16:00:31Z
7,2022-05-01,17140,1B,T,430,730,Om,2022-04-24T16:00:31Z
7,2022-05-01,21451,2F,P,800,900,"",2022-04-24T16:00:31Z
7,2022-05-01,22101,2A,P,930,1030,DM,2022-04-24T16:00:31Z
7,2022-05-01,21747,2B,P,1100,1300,"",2022-04-24T16:00:31Z
7,2022-05-01,19302,3B,T,1330,1630,Dm,2022-04-24T16:00:31Z
7,2022-05-01,25385,3C,P,1700,1900,"",2022-04-24T16:00:31Z
7,2022-05-01,25255,4A,T,1930,2000,"",2022-04-24T16:00:31Z
7,2022-05-01,25669,4B,P,2030,2130,EM,2022-04-24T16:00:31Z
7,2022-05-01,20780,4C,F,2400,2400,"",2022-04-24T16:00:31Z
7,2022-05-02,19810,1F,F,30,30,"",2022-04-25T11:15:47Z
7,2022-05-02,19130,1S,T,100,130,"",2022-04-25T11:15:47Z
7,2022-05-02,19327,1A,P,200,230,"",2022-04-25T11:15:47Z
7,2022-05-02,18342,4,F,400,400,"",2022-04-25T11:15:47Z
7,2022-05-02,17857,1B,T,430,730,Om,2022-04-25T11:15:47Z
7,2022-05-02,23099,2F,P,800,900,"",2022-04-25T11:15:47Z
7,2022-05-02,23432,2A,P,930,1030,DM,2022-04-25T11:15:47Z
7,2022-05-02,22683,2B,P,1100,1300,"",2022-04-25T11:15:47Z
7,2022-05-02,20418,3B,T,1330,1630,Dm,2022-04-25T11:15:47Z
7,2022-05-02,27475,3C,P,1700,1930,EM,2022-04-25T11:15:47Z
7,2022-05-02,27229,4A,T,2000,2030,"",2022-04-25T11:15:47Z
7,2022-05-02,27078,4B,P,2100,2200,"",2022-04-25T11:15:47Z
7,2022-05-02,20691,4C,F,2400,2400,"",2022-04-25T11:15:47Z
7,2022-05-03,20171,1F,F,30,30,"",2022-04-26T10:38:51Z
7,2022-05-03,19289,1S,T,100,130,"",2022-04-26T10:38:51Z
7,2022-05-03,19644,1A,P,200,230,"",2022-04-26T10:38:51Z
7,2022-05-03,18861,4,F,400,400,"",2022-04-26T10:38:51Z
7,2022-05-03,18637,1B,T,430,730,Om,2022-04-26T10:38:51Z
7,2022-05-03,29659,2F,P,800,900,DM,2022-04-26T10:38:51Z
7,2022-05-03,29555,2A,P,930,1030,"",2022-04-26T10:38:51Z
7,2022-05-03,28527,2B,P,1100,1300,"",2022-04-26T10:38:51Z
7,2022-05-03,26937,3B,T,1330,1630,Dm,2022-04-26T10:38:51Z
7,2022-05-03,31788,3C,P,1700,1930,EM,2022-04-26T10:38:51Z
7,2022-05-03,30951,4A,T,2000,2030,"",2022-04-26T10:38:51Z
7,2022-05-03,30604,4B,P,2100,2200,"",2022-04-26T10:38:51Z
7,2022-05-03,22710,4C,F,2400,2400,"",2022-04-26T10:38:51Z
7,2022-05-04,21291,1F,F,30,30,"",2022-04-27T10:32:58Z
7,2022-05-04,20243,1S,T,100,130,"",2022-04-27T10:32:58Z
7,2022-05-04,20314,1A,P,200,230,"",2022-04-27T10:32:58Z
7,2022-05-04,19390,4,F,400,400,"",2022-04-27T10:32:58Z
7,2022-05-04,19272,1B,T,430,730,Om,2022-04-27T10:32:58Z
7,2022-05-04,29543,2F,P,800,900,"",2022-04-27T10:32:58Z
7,2022-05-04,29652,2A,P,930,1030,DM,2022-04-27T10:32:58Z
7,2022-05-04,28433,2B,P,1100,1300,"",2022-04-27T10:32:58Z
7,2022-05-04,26349,3B,T,1330,1630,Dm,2022-04-27T10:32:58Z
7,2022-05-04,31989,3C,P,1700,1930,EM,2022-04-27T10:32:58Z
7,2022-05-04,31006,4A,T,2000,2030,"",2022-04-27T10:32:58Z
7,2022-05-04,30428,4B,P,2100,2200,"",2022-04-27T10:32:58Z
7,2022-05-04,22630,4C,F,2400,2400,"",2022-04-27T10:32:58Z
7,2022-05-05,21768,1F,F,30,30,"",2022-04-28T10:34:36Z
7,2022-05-05,20718,1S,T,100,130,"",2022-04-28T10:34:36Z
7,2022-05-05,20783,1A,P,200,230,"",2022-04-28T10:34:36Z
7,2022-05-05,19894,4,F,400,400,"",2022-04-28T10:34:36Z
7,2022-05-05,19569,1B,T,430,730,Om,2022-04-28T10:34:36Z
7,2022-05-05,29968,2F,P,800,900,"",2022-04-28T10:34:36Z
7,2022-05-05,30080,2A,P,930,1030,DM,2022-04-28T10:34:36Z
7,2022-05-05,28333,2B,P,1100,1300,"",2022-04-28T10:34:36Z
7,2022-05-05,26221,3B,T,1330,1630,Dm,2022-04-28T10:34:36Z
7,2022-05-05,31076,3C,P,1700,1930,EM,2022-04-28T10:34:36Z
7,2022-05-05,30514,4A,T,2000,2030,"",2022-04-28T10:34:36Z
7,2022-05-05,30105,4B,P,2100,2200,"",2022-04-28T10:34:36Z
7,2022-05-05,22514,4C,F,2400,2400,"",2022-04-28T10:34:36Z
7,2022-05-06,21328,1F,F,30,30,"",2022-04-29T13:14:11Z
7,2022-05-06,20315,1S,T,100,130,"",2022-04-29T13:14:11Z
7,2022-05-06,20262,1A,P,200,230,"",2022-04-29T13:14:11Z
7,2022-05-06,19580,4,F,400,400,"",2022-04-29T13:14:11Z
7,2022-05-06,19224,1B,T,430,730,Om,2022-04-29T13:14:11Z
7,2022-05-06,28976,2F,P,800,900,DM,2022-04-29T13:14:11Z
7,2022-05-06,28532,2A,P,930,1030,"",2022-04-29T13:14:11Z
7,2022-05-06,27393,2B,P,1100,1300,"",2022-04-29T13:14:11Z
7,2022-05-06,24874,3B,T,1330,1630,Dm,2022-04-29T13:14:11Z
7,2022-05-06,29605,3C,P,1700,1930,EM,2022-04-29T13:14:11Z
7,2022-05-06,28615,4A,T,2000,2030,"",2022-04-29T13:14:11Z
7,2022-05-06,28332,4B,P,2100,2200,"",2022-04-29T13:14:11Z
7,2022-05-06,22511,4C,F,2400,2400,"",2022-04-29T13:14:11Z
7,2022-05-07,21647,1F,F,30,30,"",2022-04-30T13:01:32Z
7,2022-05-07,20504,1S,T,100,130,"",2022-04-30T13:01:32Z
7,2022-05-07,20520,1A,P,200,230,"",2022-04-30T13:01:32Z
7,2022-05-07,19397,4,F,400,400,"",2022-04-30T13:01:32Z
7,2022-05-07,18359,1B,T,430,730,Om,2022-04-30T13:01:32Z
7,2022-05-07,23285,2F,P,800,900,"",2022-04-30T13:01:32Z
7,2022-05-07,23874,2A,P,930,1030,DM,2022-04-30T13:01:32Z
7,2022-05-07,23469,2B,P,1100,1300,"",2022-04-30T13:01:32Z
7,2022-05-07,20514,3B,T,1330,1630,Dm,2022-04-30T13:01:32Z
7,2022-05-07,26129,3C,P,1700,1930,EM,2022-04-30T13:01:32Z
7,2022-05-07,25795,4A,T,2000,2030,"",2022-04-30T13:01:32Z
7,2022-05-07,25707,4B,P,2100,2200,"",2022-04-30T13:01:32Z
7,2022-05-07,21336,4C,F,2400,2400,"",2022-04-30T13:01:32Z
7,2022-05-08,20553,1F,F,30,30,"",2022-05-01T13:24:17Z
7,2022-05-08,19310,1S,T,100,130,"",2022-05-01T13:24:17Z
7,2022-05-08,19337,1A,P,200,230,"",2022-05-01T13:24:17Z
7,2022-05-08,18335,4,F,400,400,"",2022-05-01T13:24:17Z
7,2022-05-08,17251,1B,T,430,730,Om,2022-05-01T13:24:17Z
7,2022-05-08,21267,2F,P,800,900,"",2022-05-01T13:24:17Z
7,2022-05-08,22239,2A,P,930,1030,DM,2022-05-01T13:24:17Z
7,2022-05-08,22171,2B,P,1100,1300,"",2022-05-01T13:24:17Z
7,2022-05-08,20752,3B,T,1330,1630,Dm,2022-05-01T13:24:17Z
7,2022-05-08,26864,3C,P,1700,1930,EM,2022-05-01T13:24:17Z
7,2022-05-08,26661,4A,T,2000,2030,"",2022-05-01T13:24:17Z
7,2022-05-08,26469,4B,P,2100,2200,"",2022-05-01T13:24:17Z
7,2022-05-08,20847,4C,F,2400,2400,"",2022-05-01T13:24:17Z
7,2022-05-09,20297,1F,F,30,30,"",2022-05-02T12:07:07Z
7,2022-05-09,19148,1S,T,100,130,"",2022-05-02T12:07:07Z
7,2022-05-09,19429,1A,P,200,230,"",2022-05-02T12:07:07Z
7,2022-05-09,18650,4,F,400,400,"",2022-05-02T12:07:07Z
7,2022-05-09,18487,1B,T,430,730,Om,2022-05-02T12:07:07Z
7,2022-05-09,28861,2F,P,800,900,DM,2022-05-02T12:07:07Z
7,2022-05-09,28625,2A,P,930,1030,"",2022-05-02T12:07:07Z
7,2022-05-09,27771,2B,P,1100,1300,"",2022-05-02T12:07:07Z
7,2022-05-09,25889,3B,T,1330,1630,Dm,2022-05-02T12:07:07Z
7,2022-05-09,30694,3C,P,1700,1930,EM,2022-05-02T12:07:07Z
7,2022-05-09,30026,4A,T,2000,2030,"",2022-05-02T12:07:07Z
7,2022-05-09,29568,4B,P,2100,2200,"",2022-05-02T12:07:07Z
7,2022-05-09,22387,4C,F,2400,2400,"",2022-05-02T12:07:07Z
7,2022-05-10,21709,1F,F,30,30,"",2022-05-03T15:53:36Z
7,2022-05-10,20468,1S,T,100,130,"",2022-05-03T15:53:36Z
7,2022-05-10,20495,1A,P,200,230,"",2022-05-03T15:53:36Z
7,2022-05-10,19742,4,F,400,400,"",2022-05-03T15:53:36Z
7,2022-05-10,19431,1B,T,430,730,Om,2022-05-03T15:53:36Z
7,2022-05-10,28947,2F,P,800,900,"",2022-05-03T15:53:36Z
7,2022-05-10,29095,2A,P,930,1030,DM,2022-05-03T15:53:36Z
7,2022-05-10,27040,2B,P,1100,1300,"",2022-05-03T15:53:36Z
7,2022-05-10,25573,3B,T,1330,1630,Dm,2022-05-03T15:53:36Z
7,2022-05-10,30225,3C,P,1700,1930,EM,2022-05-03T15:53:36Z
7,2022-05-10,29285,4A,T,2000,2030,"",2022-05-03T15:53:36Z
7,2022-05-10,29096,4B,P,2100,2200,"",2022-05-03T15:53:36Z
7,2022-05-10,22116,4C,F,2400,2400,"",2022-05-03T15:53:36Z
7,2022-05-11,21134,1F,F,30,30,"",2022-05-04T16:15:05Z
7,2022-05-11,20002,1S,T,100,130,"",2022-05-04T16:15:05Z
7,2022-05-11,19938,1A,P,200,230,"",2022-05-04T16:15:05Z
7,2022-05-11,18937,4,F,400,400,"",2022-05-04T16:15:05Z
7,2022-05-11,18806,1B,T,430,730,Om,2022-05-04T16:15:05Z
7,2022-05-11,28672,2F,P,800,900,DM,2022-05-04T16:15:05Z
7,2022-05-11,28183,2A,P,930,1030,"",2022-05-04T16:15:05Z
7,2022-05-11,27089,2B,P,1100,1300,"",2022-05-04T16:15:05Z
7,2022-05-11,24781,3B,T,1330,1630,Dm,2022-05-04T16:15:05Z
7,2022-05-11,29710,3C,P,1700,1930,EM,2022-05-04T16:15:05Z
7,2022-05-11,29005,4A,T,2000,2030,"",2022-05-04T16:15:05Z
7,2022-05-11,28504,4B,P,2100,2200,"",2022-05-04T16:15:05Z
7,2022-05-11,21819,4C,F,2400,2400,"",2022-05-04T16:15:05Z
7,2022-05-12,19973,1F,F,30,30,"",2022-05-05T15:56:15Z
7,2022-05-12,18855,1S,T,100,130,"",2022-05-05T15:56:15Z
7,2022-05-12,18904,1A,P,200,230,"",2022-05-05T15:56:15Z
7,2022-05-12,17746,4,F,400,400,Om,2022-05-05T15:56:15Z
7,2022-05-12,17765,1B,T,430,730,"",2022-05-05T15:56:15Z
7,2022-05-12,26996,2F,P,800,900,DM,2022-05-05T15:56:15Z
7,2022-05-12,26330,2A,P,930,1030,"",2022-05-05T15:56:15Z
7,2022-05-12,26381,2B,P,1100,1300,"",2022-05-05T15:56:15Z
7,2022-05-12,23855,3B,T,1330,1630,Dm,2022-05-05T15:56:15Z
7,2022-05-12,29000,3C,P,1700,1930,EM,2022-05-05T15:56:15Z
7,2022-05-12,28502,4A,T,2000,2030,"",2022-05-05T15:56:15Z
7,2022-05-12,27925,4B,P,2100,2200,"",2022-05-05T15:56:15Z
7,2022-05-12,21539,4C,F,2400,2400,"",2022-05-05T15:56:15Z
7,2022-05-13,20318,1F,F,30,30,"",2022-05-06T11:30:48Z
7,2022-05-13,19218,1S,T,100,130,"",2022-05-06T11:30:48Z
7,2022-05-13,19226,1A,P,200,230,"",2022-05-06T11:30:48Z
7,2022-05-13,17993,4,F,400,400,"",2022-05-06T11:30:48Z
7,2022-05-13,17979,1B,T,430,730,Om,2022-05-06T11:30:48Z
7,2022-05-13,27792,2F,P,800,900,DM,2022-05-06T11:30:48Z
7,2022-05-13,27298,2A,P,930,1030,"",2022-05-06T11:30:48Z
7,2022-05-13,25237,2B,P,1100,1300,"",2022-05-06T11:30:48Z
7,2022-05-13,23342,3B,T,1330,1630,Dm,2022-05-06T11:30:48Z
7,2022-05-13,27737,3C,P,1700,1930,EM,2022-05-06T11:30:48Z
7,2022-05-13,26850,4A,T,2000,2030,"",2022-05-06T11:30:48Z
7,2022-05-13,26737,4B,P,2100,2200,"",2022-05-06T11:30:48Z
7,2022-05-13,21825,4C,F,2400,2400,"",2022-05-06T11:30:48Z
7,2022-05-14,20877,1F,F,30,30,"",2022-05-07T11:39:33Z
7,2022-05-14,19702,1S,T,100,130,"",2022-05-07T11:39:33Z
7,2022-05-14,19775,1A,P,200,230,"",2022-05-07T11:39:33Z
7,2022-05-14,18380,4,F,400,400,"",2022-05-07T11:39:33Z
7,2022-05-14,17767,1B,T,430,730,Om,2022-05-07T11:39:33Z
7,2022-05-14,22966,2F,P,800,900,"",2022-05-07T11:39:33Z
7,2022-05-14,23240,2A,P,930,1030,DM,2022-05-07T11:39:33Z
7,2022-05-14,22642,2B,P,1100,1300,"",2022-05-07T11:39:33Z
7,2022-05-14,20161,3B,T,1330,1630,Dm,2022-05-07T11:39:33Z
7,2022-05-14,25707,3C,P,1700,1930,EM,2022-05-07T11:39:33Z
7,2022-05-14,25079,4A,T,2000,2030,"",2022-05-07T11:39:33Z
7,2022-05-14,24996,4B,P,2100,2200,"",2022-05-07T11:39:33Z
7,2022-05-14,21169,4C,F,2400,2400,"",2022-05-07T11:39:33Z
7,2022-05-15,20449,1F,F,30,30,"",2022-05-08T11:33:08Z
7,2022-05-15,19196,1S,T,100,130,"",2022-05-08T11:33:08Z
7,2022-05-15,19073,1A,P,200,230,"",2022-05-08T11:33:08Z
7,2022-05-15,17696,4,F,400,400,"",2022-05-08T11:33:08Z
7,2022-05-15,16903,1B,T,430,730,Om,2022-05-08T11:33:08Z
7,2022-05-15,20654,2F,P,800,900,"",2022-05-08T11:33:08Z
7,2022-05-15,21409,2A,P,930,1030,"",2022-05-08T11:33:08Z
7,2022-05-15,21844,2B,P,1100,1300,DM,2022-05-08T11:33:08Z
7,2022-05-15,19737,3B,T,1330,1630,Dm,2022-05-08T11:33:08Z
7,2022-05-15,25461,3C,P,1700,1930,"",2022-05-08T11:33:08Z
7,2022-05-15,25473,4A,T,2000,2030,EM,2022-05-08T11:33:08Z
7,2022-05-15,25207,4B,P,2100,2200,"",2022-05-08T11:33:08Z
7,2022-05-15,20528,4C,F,2400,2400,"",2022-05-08T11:33:08Z
7,2022-05-16,19096,1F,F,30,30,"",2022-05-09T12:21:42Z
7,2022-05-16,18203,1S,T,100,130,"",2022-05-09T12:21:42Z
7,2022-05-16,18215,1A,P,200,230,"",2022-05-09T12:21:42Z
7,2022-05-16,17188,4,F,400,400,"",2022-05-09T12:21:42Z
7,2022-05-16,17067,1B,T,430,730,Om,2022-05-09T12:21:42Z
7,2022-05-16,27344,2F,P,800,900,"",2022-05-09T12:21:42Z
7,2022-05-16,27602,2A,P,930,1030,DM,2022-05-09T12:21:42Z
7,2022-05-16,25683,2B,P,1100,1300,"",2022-05-09T12:21:42Z
7,2022-05-16,23792,3B,T,1330,1630,Dm,2022-05-09T12:21:42Z
7,2022-05-16,29368,3C,P,1700,1930,EM,2022-05-09T12:21:42Z
7,2022-05-16,28397,4A,T,2000,2100,"",2022-05-09T12:21:42Z
7,2022-05-16,28008,4B,P,2130,2200,"",2022-05-09T12:21:42Z
7,2022-05-16,21798,4C,F,2400,2400,"",2022-05-09T12:21:42Z
7,2022-05-17,20769,1F,F,30,30,"",2022-05-10T13:43:14Z
7,2022-05-17,19602,1S,T,100,130,"",2022-05-10T13:43:14Z
7,2022-05-17,19620,1A,P,200,230,"",2022-05-10T13:43:14Z
7,2022-05-17,18781,4,F,400,400,"",2022-05-10T13:43:14Z
7,2022-05-17,18471,1B,T,430,730,Om,2022-05-10T13:43:14Z
7,2022-05-17,27586,2F,P,800,900,DM,2022-05-10T13:43:14Z
7,2022-05-17,27379,2A,P,930,1030,"",2022-05-10T13:43:14Z
7,2022-05-17,26175,2B,P,1100,1300,"",2022-05-10T13:43:14Z
7,2022-05-17,24746,3B,T,1330,1630,Dm,2022-05-10T13:43:14Z
7,2022-05-17,29607,3C,P,1700,1930,EM,2022-05-10T13:43:14Z
7,2022-05-17,28318,4A,T,2000,2100,"",2022-05-10T13:43:14Z
7,2022-05-17,28145,4B,P,2130,2200,"",2022-05-10T13:43:14Z
7,2022-05-17,22060,4C,F,2400,2400,"",2022-05-10T13:43:14Z
7,2022-05-18,20200,1F,F,30,30,"",2022-05-11T14:05:38Z
7,2022-05-18,19117,1S,T,100,130,"",2022-05-11T14:05:38Z
7,2022-05-18,18993,1A,P,200,230,"",2022-05-11T14:05:38Z
7,2022-05-18,17998,4,F,400,400,"",2022-05-11T14:05:38Z
7,2022-05-18,17927,1B,T,430,730,Om,2022-05-11T14:05:38Z
7,2022-05-18,27247,2F,P,800,900,DM,2022-05-11T14:05:38Z
7,2022-05-18,27242,2A,P,930,1030,"",2022-05-11T14:05:38Z
7,2022-05-18,26461,2B,P,1100,1300,"",2022-05-11T14:05:38Z
7,2022-05-18,24210,3B,T,1330,1630,Dm,2022-05-11T14:05:38Z
7,2022-05-18,29595,3C,P,1700,1930,EM,2022-05-11T14:05:38Z
7,2022-05-18,28329,4A,T,2000,2100,"",2022-05-11T14:05:38Z
7,2022-05-18,28100,4B,P,2130,2200,"",2022-05-11T14:05:38Z
7,2022-05-18,21983,4C,F,2400,2400,"",2022-05-11T14:05:38Z
7,2022-05-19,20759,1F,F,30,30,"",2022-05-12T14:29:33Z
7,2022-05-19,19524,1S,T,100,130,"",2022-05-12T14:29:33Z
7,2022-05-19,19517,1A,P,200,230,"",2022-05-12T14:29:33Z
7,2022-05-19,18634,4,F,400,400,"",2022-05-12T14:29:33Z
7,2022-05-19,18370,1B,T,430,730,Om,2022-05-12T14:29:33Z
7,2022-05-19,27291,2F,P,800,900,"",2022-05-12T14:29:33Z
7,2022-05-19,27479,2A,P,930,1030,DM,2022-05-12T14:29:33Z
7,2022-05-19,26643,2B,P,1100,1300,"",2022-05-12T14:29:33Z
7,2022-05-19,25053,3B,T,1330,1630,Dm,2022-05-12T14:29:33Z
7,2022-05-19,30053,3C,P,1700,1930,EM,2022-05-12T14:29:33Z
7,2022-05-19,28445,4A,T,2000,2100,"",2022-05-12T14:29:33Z
7,2022-05-19,28066,4B,P,2130,2200,"",2022-05-12T14:29:33Z
7,2022-05-19,21885,4C,F,2400,2400,"",2022-05-12T14:29:33Z
7,2022-05-20,20764,1F,F,30,30,"",2022-05-13T11:13:29Z
7,2022-05-20,19603,1S,T,100,130,"",2022-05-13T11:13:29Z
7,2022-05-20,19453,1A,P,200,230,"",2022-05-13T11:13:29Z
7,2022-05-20,18461,4,F,400,400,"",2022-05-13T11:13:29Z
7,2022-05-20,18310,1B,T,430,730,Om,2022-05-13T11:13:29Z
7,2022-05-20,27474,2F,P,800,900,DM,2022-05-13T11:13:29Z
7,2022-05-20,27279,2A,P,930,1030,"",2022-05-13T11:13:29Z
7,2022-05-20,26101,2B,P,1100,1300,"",2022-05-13T11:13:29Z
7,2022-05-20,23498,3B,T,1330,1630,Dm,2022-05-13T11:13:29Z
7,2022-05-20,28015,3C,P,1700,1930,EM,2022-05-13T11:13:29Z
7,2022-05-20,26912,4A,T,2000,2100,"",2022-05-13T11:13:29Z
7,2022-05-20,26405,4B,P,2130,2200,"",2022-05-13T11:13:29Z
7,2022-05-20,21622,4C,F,2400,2400,"",2022-05-13T11:13:29Z
7,2022-05-21,20730,1F,F,30,30,"",2022-05-14T10:27:15Z
7,2022-05-21,19655,1S,T,100,130,"",2022-05-14T10:27:15Z
7,2022-05-21,19440,1A,P,200,230,"",2022-05-14T10:27:15Z
7,2022-05-21,17953,4,F,400,400,"",2022-05-14T10:27:15Z
7,2022-05-21,17124,1B,T,430,730,Om,2022-05-14T10:27:15Z
7,2022-05-21,22675,2F,P,800,900,"",2022-05-14T10:27:15Z
7,2022-05-21,23064,2A,P,930,1030,DM,2022-05-14T10:27:15Z
7,2022-05-21,21888,2B,P,1100,1300,"",2022-05-14T10:27:15Z
7,2022-05-21,19562,3B,T,1330,1630,Dm,2022-05-14T10:27:15Z
7,2022-05-21,24880,3C,P,1700,1930,EM,2022-05-14T10:27:15Z
7,2022-05-21,24030,4A,T,2000,2100,"",2022-05-14T10:27:15Z
7,2022-05-21,23975,4B,P,2130,2200,"",2022-05-14T10:27:15Z
7,2022-05-21,20549,4C,F,2400,2400,"",2022-05-14T10:27:15Z
7,2022-05-22,19466,1F,F,30,30,"",2022-05-15T10:59:10Z
7,2022-05-22,18187,1S,T,100,130,"",2022-05-15T10:59:10Z
7,2022-05-22,18105,1A,P,200,230,"",2022-05-15T10:59:10Z
7,2022-05-22,16912,4,F,400,400,"",2022-05-15T10:59:10Z
7,2022-05-22,16023,1B,T,430,730,Om,2022-05-15T10:59:10Z
7,2022-05-22,19742,2F,P,800,900,"",2022-05-15T10:59:10Z
7,2022-05-22,20989,2A,P,930,1030,"",2022-05-15T10:59:10Z
7,2022-05-22,21000,2B,P,1100,1300,DM,2022-05-15T10:59:10Z
7,2022-05-22,19734,3B,T,1330,1630,Dm,2022-05-15T10:59:10Z
7,2022-05-22,25382,3C,P,1700,1930,EM,2022-05-15T10:59:10Z
7,2022-05-22,25202,4A,T,2000,2100,"",2022-05-15T10:59:10Z
7,2022-05-22,24910,4B,P,2130,2200,"",2022-05-15T10:59:10Z
7,2022-05-22,20384,4C,F,2400,2400,"",2022-05-15T10:59:10Z
7,2022-05-23,19059,1F,F,30,30,"",2022-05-16T12:00:06Z
7,2022-05-23,18396,1S,T,100,130,"",2022-05-16T12:00:06Z
7,2022-05-23,18178,1A,P,200,230,"",2022-05-16T12:00:06Z
7,2022-05-23,17277,4,F,400,400,"",2022-05-16T12:00:06Z
7,2022-05-23,17106,1B,T,430,730,Om,2022-05-16T12:00:06Z
7,2022-05-23,26790,2F,P,800,900,"",2022-05-16T12:00:06Z
7,2022-05-23,27065,2A,P,930,1030,DM,2022-05-16T12:00:06Z
7,2022-05-23,26059,2B,P,1100,1300,"",2022-05-16T12:00:06Z
7,2022-05-23,24818,3B,T,1330,1630,Dm,2022-05-16T12:00:06Z
7,2022-05-23,29864,3C,P,1700,1930,EM,2022-05-16T12:00:06Z
7,2022-05-23,28438,4A,T,2000,2100,"",2022-05-16T12:00:06Z
7,2022-05-23,28217,4B,P,2130,2200,"",2022-05-16T12:00:06Z
7,2022-05-23,21993,4C,F,2400,2400,"",2022-05-16T12:00:06Z
7,2022-05-24,20761,1F,F,30,30,"",2022-05-17T10:27:21Z
7,2022-05-24,19647,1S,T,100,130,"",2022-05-17T10:27:21Z
7,2022-05-24,19483,1A,P,200,230,"",2022-05-17T10:27:21Z
7,2022-05-24,18579,4,F,400,400,"",2022-05-17T10:27:21Z
7,2022-05-24,18283,1B,T,430,730,Om,2022-05-17T10:27:21Z
7,2022-05-24,27666,2F,P,800,900,DM,2022-05-17T10:27:21Z
7,2022-05-24,27635,2A,P,930,1030,"",2022-05-17T10:27:21Z
7,2022-05-24,26741,2B,P,1100,1300,"",2022-05-17T10:27:21Z
7,2022-05-24,25112,3B,T,1330,1630,Dm,2022-05-17T10:27:21Z
7,2022-05-24,29963,3C,P,1700,1930,EM,2022-05-17T10:27:21Z
7,2022-05-24,28606,4A,T,2000,2100,"",2022-05-17T10:27:21Z
7,2022-05-24,28310,4B,P,2130,2200,"",2022-05-17T10:27:21Z
7,2022-05-24,21931,4C,F,2400,2400,"",2022-05-17T10:27:21Z
7,2022-05-25,20382,1F,F,30,30,"",2022-05-18T13:23:40Z
7,2022-05-25,19264,1S,T,100,130,"",2022-05-18T13:23:40Z
7,2022-05-25,19135,1A,P,200,230,"",2022-05-18T13:23:40Z
7,2022-05-25,18121,4,F,400,400,"",2022-05-18T13:23:40Z
7,2022-05-25,17875,1B,T,430,730,Om,2022-05-18T13:23:40Z
7,2022-05-25,26965,2F,P,800,900,DM,2022-05-18T13:23:40Z
7,2022-05-25,26913,2A,P,930,1030,"",2022-05-18T13:23:40Z
7,2022-05-25,25778,2B,P,1100,1300,"",2022-05-18T13:23:40Z
7,2022-05-25,23888,3B,T,1330,1630,Dm,2022-05-18T13:23:40Z
7,2022-05-25,29076,3C,P,1700,1930,EM,2022-05-18T13:23:40Z
7,2022-05-25,27866,4A,T,2000,2100,"",2022-05-18T13:23:40Z
7,2022-05-25,27588,4B,P,2130,2200,"",2022-05-18T13:23:40Z
7,2022-05-25,21408,4C,F,2400,2400,"",2022-05-18T13:23:40Z
7,2022-05-26,19438,1F,F,30,30,"",2022-05-19T12:24:51Z
7,2022-05-26,18271,1S,T,100,130,"",2022-05-19T12:24:51Z
7,2022-05-26,18284,1A,P,200,230,"",2022-05-19T12:24:51Z
7,2022-05-26,17270,4,F,400,400,"",2022-05-19T12:24:51Z
7,2022-05-26,16929,1B,T,430,730,Om,2022-05-19T12:24:51Z
7,2022-05-26,25655,2F,P,800,900,"",2022-05-19T12:24:51Z
7,2022-05-26,25777,2A,P,930,1030,DM,2022-05-19T12:24:51Z
7,2022-05-26,24892,2B,P,1100,1300,"",2022-05-19T12:24:51Z
7,2022-05-26,23315,3B,T,1330,1630,Dm,2022-05-19T12:24:51Z
7,2022-05-26,28825,3C,P,1700,1930,EM,2022-05-19T12:24:51Z
7,2022-05-26,27703,4A,T,2000,2100,"",2022-05-19T12:24:51Z
7,2022-05-26,27448,4B,P,2130,2200,"",2022-05-19T12:24:51Z
7,2022-05-26,21349,4C,F,2400,2400,"",2022-05-19T12:24:51Z
7,2022-05-27,19564,1F,F,30,30,"",2022-05-20T11:22:20Z
7,2022-05-27,18565,1S,T,100,130,"",2022-05-20T11:22:20Z
7,2022-05-27,18483,1A,P,200,230,"",2022-05-20T11:22:20Z
7,2022-05-27,17440,4,F,400,400,"",2022-05-20T11:22:20Z
7,2022-05-27,17299,1B,T,430,730,Om,2022-05-20T11:22:20Z
7,2022-05-27,26492,2F,P,800,900,DM,2022-05-20T11:22:20Z
7,2022-05-27,26295,2A,P,930,1030,"",2022-05-20T11:22:20Z
7,2022-05-27,25194,2B,P,1100,1300,"",2022-05-20T11:22:20Z
7,2022-05-27,22772,3B,T,1330,1630,Dm,2022-05-20T11:22:20Z
7,2022-05-27,27855,3C,P,1700,1930,EM,2022-05-20T11:22:20Z
7,2022-05-27,27047,4A,T,2000,2100,"",2022-05-20T11:22:20Z
7,2022-05-27,26618,4B,P,2130,2200,"",2022-05-20T11:22:20Z
7,2022-05-27,22056,4C,F,2400,2400,"",2022-05-20T11:22:20Z
7,2022-05-28,20525,1F,F,30,30,"",2022-05-21T16:15:17Z
7,2022-05-28,19513,1S,T,100,130,"",2022-05-21T16:15:17Z
